GMT TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2005-01-12,103.430,103.540,102.120,102.480,252142
2005-01-13,102.470,102.850,102.220,102.480,247579
2005-01-14,102.480,103.200,101.760,102.030,289514
2005-01-16,101.980,102.080,101.860,102.000,4325
2005-01-17,102.030,102.330,101.650,102.230,157971
2005-01-18,102.240,102.980,101.490,102.230,188385
2005-01-19,102.250,102.970,102.010,102.920,233648
2005-01-20,102.920,103.590,102.460,103.350,254018
2005-01-21,103.370,103.910,102.590,102.700,225458
2005-01-23,102.750,102.860,102.670,102.820,3802
2005-01-24,102.840,102.990,102.480,102.610,177652
2005-01-25,102.610,104.330,102.550,104.050,236394
2005-01-26,104.050,104.050,102.750,103.070,241308
2005-01-27,103.080,103.530,102.350,102.850,248168
2005-01-28,102.860,103.770,102.810,103.270,190909
2005-01-30,103.410,103.690,103.410,103.600,7942
2005-01-31,103.620,103.780,103.330,103.620,186715
2005-02-01,103.620,104.080,103.480,103.640,181122
2005-02-02,103.650,104.080,103.330,103.670,196365
2005-02-03,103.660,104.730,103.570,104.470,224162
2005-02-04,104.470,104.630,103.440,104.080,205534
2005-02-06,104.130,104.640,104.130,104.330,10670
2005-02-07,104.320,105.050,104.030,104.830,217806
2005-02-08,104.830,105.940,104.760,105.710,227782
2005-02-09,105.710,105.970,105.300,105.570,198470
2005-02-10,105.580,106.850,105.340,105.840,233145
2005-02-11,105.830,105.900,105.470,105.700,136434
2005-02-13,105.650,105.650,105.380,105.460,4750
2005-02-14,105.470,105.470,104.630,105.100,185478
2005-02-15,105.100,105.360,104.100,104.570,210571
2005-02-16,104.580,105.730,104.540,105.490,225907
2005-02-17,105.500,105.790,105.150,105.490,184270
2005-02-18,105.490,105.870,105.150,105.650,149832
2005-02-20,105.640,105.800,105.590,105.630,4507
2005-02-21,105.650,105.790,105.370,105.420,120483
2005-02-22,105.430,105.590,103.800,104.230,240152
2005-02-23,104.260,105.110,104.140,105.030,232612
2005-02-24,105.050,105.570,104.580,105.510,189074
2005-02-25,105.520,105.520,105.000,105.230,172112
2005-02-27,105.240,105.320,104.790,104.810,9718
2005-02-28,104.820,104.870,104.070,104.540,198052
2005-03-01,104.550,104.780,103.900,104.470,204827
2005-03-02,104.470,105.150,104.390,104.790,175950
2005-03-03,104.800,105.370,104.710,105.330,181791
2005-03-04,105.330,105.570,104.310,104.770,171021
2005-03-06,104.780,104.810,104.530,104.630,5249
2005-03-07,104.630,105.360,104.510,105.070,132648
2005-03-08,105.100,105.170,104.330,104.560,162359
2005-03-09,104.580,104.750,103.630,104.000,203335
2005-03-10,104.010,104.330,103.650,103.920,206191
2005-03-11,103.920,104.290,103.450,103.990,167542
2005-03-13,103.980,103.990,103.680,103.800,7930
2005-03-14,103.790,105.180,103.760,104.970,174552
2005-03-15,104.970,104.990,104.090,104.530,178571
2005-03-16,104.520,104.690,103.880,104.200,180328
2005-03-17,104.210,104.880,104.100,104.540,149984
2005-03-18,104.540,105.050,104.530,104.730,136350
2005-03-20,104.700,104.800,104.670,104.690,3413
2005-03-21,104.680,105.490,104.630,105.190,151452
2005-03-22,105.200,105.680,104.800,105.580,165347
2005-03-23,105.571,106.181,105.241,105.911,56312
2005-03-24,105.921,106.561,105.891,106.361,55750
2005-03-25,106.381,106.511,106.221,106.371,23143
2005-03-27,106.361,106.601,106.261,106.491,1304
2005-03-28,106.511,107.371,106.441,107.331,45237
2005-03-29,107.300,107.691,106.911,107.511,136113
2005-03-30,107.510,107.660,107.090,107.430,65862
2005-03-31,107.430,107.500,106.620,107.260,70323
2005-04-01,107.261,107.781,106.741,107.511,59847
2005-04-03,107.561,107.741,107.521,107.691,3238
2005-04-04,107.711,108.421,107.531,108.231,57474
2005-04-05,108.241,108.881,108.021,108.301,59336
2005-04-06,108.281,108.781,107.831,108.761,61191
2005-04-07,108.771,108.791,108.061,108.591,61215
2005-04-08,108.611,108.861,108.101,108.231,53972
2005-04-10,108.221,108.521,108.181,108.271,3718
2005-04-11,108.251,108.511,107.571,107.601,54252
2005-04-12,107.591,108.471,107.471,107.780,118642
2005-04-13,107.800,107.810,107.120,107.310,214712
2005-04-14,107.320,108.410,107.240,108.130,243895
2005-04-15,108.160,108.560,107.450,107.810,215217
2005-04-17,107.760,107.760,107.470,107.500,9302
2005-04-18,107.500,108.040,107.250,107.470,180862
2005-04-19,107.460,107.530,106.680,106.910,202052
2005-04-20,106.920,107.480,106.590,106.940,205465
2005-04-21,106.930,107.430,106.670,106.850,199419
2005-04-22,106.850,106.990,105.740,105.940,195745
2005-04-24,105.890,105.890,105.230,105.670,16885
2005-04-25,105.670,106.060,105.520,105.690,195142
2005-04-26,105.690,106.180,105.550,106.140,168337
2005-04-27,106.120,106.390,105.660,106.050,182676
2005-04-28,106.060,106.300,105.520,106.060,198506
2005-04-29,106.060,106.080,104.590,104.760,208494
2005-05-01,104.810,105.270,104.810,105.140,10486
2005-05-02,105.130,105.420,104.870,104.980,141613
2005-05-03,105.000,105.340,104.820,104.910,181634
2005-05-04,104.890,104.980,104.180,104.540,207423
2005-05-05,104.530,104.680,104.200,104.640,195211
2005-05-06,104.630,105.090,104.510,105.030,183198
2005-05-08,105.020,105.350,105.020,105.310,8716
2005-05-09,105.310,105.790,105.120,105.730,165667
2005-05-10,105.740,105.960,105.340,105.440,157305
2005-05-11,105.440,105.930,104.850,105.700,195252
2005-05-12,105.680,106.940,105.670,106.760,193679
2005-05-13,106.750,107.430,106.640,107.320,163186
2005-05-15,107.290,107.460,107.220,107.420,12156
2005-05-16,107.450,107.780,106.540,106.560,172273
2005-05-17,106.580,107.560,106.540,107.520,192811
2005-05-18,107.520,107.790,106.730,107.060,186053
2005-05-19,107.070,107.700,106.920,107.670,154101
2005-05-20,107.650,108.310,107.280,108.130,150941
2005-05-22,108.130,108.300,108.100,108.180,9130
2005-05-23,108.190,108.230,107.350,107.650,129463
2005-05-24,107.640,107.810,107.220,107.550,133023
2005-05-25,107.560,107.900,107.260,107.740,127874
2005-05-26,107.720,108.300,107.670,108.010,149479
2005-05-27,108.030,108.100,107.720,107.960,126458
2005-05-29,107.950,108.180,107.850,108.120,12498
2005-05-30,108.130,108.170,107.720,107.910,80744
2005-05-31,107.920,108.610,107.690,108.320,148416
2005-06-01,108.320,108.870,108.130,108.610,175828
2005-06-02,108.650,108.720,108.080,108.230,150219
2005-06-03,108.240,108.290,107.430,107.670,165120
2005-06-05,107.660,107.830,107.630,107.710,6375
2005-06-06,107.720,107.750,106.670,106.890,139653
2005-06-07,106.900,107.010,106.450,106.590,140230
2005-06-08,106.600,107.420,106.550,107.260,133094
2005-06-09,107.270,107.760,107.040,107.510,151357
2005-06-10,107.510,108.720,107.310,108.650,128414
2005-06-12,108.600,108.680,108.460,108.540,12281
2005-06-13,108.530,109.680,108.350,109.590,163502
2005-06-14,109.600,109.600,109.040,109.400,128410
2005-06-15,109.410,109.740,109.100,109.140,140440
2005-06-16,109.170,109.420,108.650,108.770,140253
2005-06-17,108.770,109.110,108.470,108.510,139176
2005-06-19,108.510,109.010,108.510,108.870,5698
2005-06-20,108.870,109.610,108.100,109.430,134755
